Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,TotalIncome,LoanToIncomeRatio,Property_Area_Semiurban,Property_Area_Urban
,,0,,,2958,2900.0,131.0,360.0,1.0,,5858.0,0.022358764294248164,True,False
,,2,,,6250,5654.0,188.0,180.0,1.0,,11904.0,0.015791684166316673,True,False
,,2,,,3273,1820.0,81.0,360.0,1.0,,5093.0,0.015901060070671377,False,True
,,0,,,4133,0.0,122.0,360.0,1.0,,4133.0,0.029511369134010642,True,False
,,0,,,3620,0.0,25.0,120.0,1.0,,3620.0,0.006904170118751726,True,False
,,0,,,6782,0.0,128.0,360.0,1.0,,6782.0,0.018870706177207725,False,True
,,0,,,2484,2302.0,137.0,360.0,1.0,,4786.0,0.028619176937539167,True,False
,,0,,,1977,997.0,50.0,360.0,1.0,,2974.0,0.01680672268907563,True,False
,,0,,,4188,0.0,115.0,180.0,1.0,,4188.0,0.027452852709477202,True,False
,,0,,,1759,3541.0,131.0,360.0,1.0,,5300.0,0.024712318430484815,True,False
,,2,,,4288,3263.0,133.0,180.0,1.0,,7551.0,0.017611228813559324,False,True
,,0,,,4843,3806.0,151.0,360.0,1.0,,8649.0,0.017456647398843932,True,False
,,0,,,13650,0.0,128.0,360.0,1.0,,13650.0,0.0093766024467072,False,True
,,0,,,4652,3583.0,128.0,360.0,1.0,,8235.0,0.015541525012141816,True,False
,,0,,,3816,754.0,160.0,360.0,1.0,,4570.0,0.03500328155764603,False,True
,,1,,,3052,1030.0,100.0,360.0,1.0,,4082.0,0.02449179524859172,False,True
,,2,,,11417,1126.0,225.0,360.0,1.0,,12543.0,0.01793686224489796,False,True
,,0,,,7333,0.0,120.0,360.0,1.0,,7333.0,0.01636214889555495,False,False
,,2,,,3800,3600.0,216.0,360.0,0.0,,7400.0,0.029185245237130116,False,True
,,3,,,2071,754.0,94.0,480.0,1.0,,2825.0,0.03326256192498231,True,False
,,0,,,5316,0.0,136.0,360.0,1.0,,5316.0,0.025578333646793305,False,True
,,0,,,2929,2333.0,139.0,360.0,1.0,,5262.0,0.026410792323769715,True,False
,,0,,,3572,4114.0,152.0,360.0,0.0,,7686.0,0.01977364381423182,False,False
,,1,,,7451,0.0,128.0,360.0,1.0,,7451.0,0.017176596886741814,True,False
,,0,,,5050,0.0,118.0,360.0,1.0,,5050.0,0.02336171055236587,True,False
,,1,,,14583,0.0,185.0,180.0,1.0,,14583.0,0.012685134393856282,False,False
,,0,,,3167,2283.0,154.0,360.0,1.0,,5450.0,0.028251696936341955,True,False
,,1,,,2214,1398.0,85.0,360.0,1.0,,3612.0,0.023526155549404928,False,True
,,0,,,5568,2142.0,175.0,360.0,1.0,,7710.0,0.022694851510828687,False,False
,,0,,,10408,0.0,259.0,360.0,1.0,,10408.0,0.02488231338264963,False,True
,,0,,,5667,2667.0,180.0,360.0,1.0,,8334.0,0.021595680863827234,False,False
,,0,,,4166,0.0,44.0,360.0,1.0,,4166.0,0.010559155267578594,True,False
,,0,,,2137,8980.0,137.0,360.0,0.0,,11117.0,0.012322360136715237,True,False
,,2,,,2957,0.0,81.0,360.0,1.0,,2957.0,0.02738336713995943,True,False
,,0,,,4300,2014.0,194.0,360.0,1.0,,6314.0,0.030720506730007917,False,False
,,0,,,3692,0.0,93.0,360.0,1.0,,3692.0,0.025182778229082048,False,False
,,3,,,23803,0.0,370.0,360.0,1.0,,23803.0,0.015543606116619056,False,False
,,0,,,3865,1640.0,128.0,360.0,1.0,,5505.0,0.023247366509262624,False,False
,,1,,,10513,3850.0,160.0,180.0,0.0,,14363.0,0.01113895850737956,False,True
,,0,,,6080,2569.0,182.0,360.0,1.0,,8649.0,0.021040462427745665,False,False
,,0,,,20166,0.0,650.0,480.0,1.0,,20166.0,0.03223087221698815,False,True
,,0,,,2014,1929.0,74.0,360.0,1.0,,3943.0,0.018762677484787018,False,True
,,0,,,2718,0.0,70.0,360.0,1.0,,2718.0,0.025744759102611255,True,False
,,0,,,3459,0.0,25.0,120.0,1.0,,3459.0,0.0072254335260115606,True,False
,,0,,,4895,0.0,102.0,360.0,1.0,,4895.0,0.020833333333333332,True,False
,,3,,,4000,7750.0,290.0,360.0,1.0,,11750.0,0.024678750744617478,True,False
,,0,,,4583,0.0,84.0,360.0,1.0,,4583.0,0.01832460732984293,False,False
,,2,,,3316,3500.0,88.0,360.0,1.0,,6816.0,0.012908904210063077,False,True
,,0,,,14999,0.0,242.0,360.0,0.0,,14999.0,0.016133333333333333,True,False
,,2,,,4200,1430.0,129.0,360.0,1.0,,5630.0,0.02290889717634523,False,False
,,2,,,5042,2083.0,185.0,360.0,1.0,,7125.0,0.02596126859388156,False,False
,,0,,,5417,0.0,168.0,360.0,1.0,,5417.0,0.031007751937984496,False,True
,,0,,,6950,0.0,175.0,180.0,1.0,,6950.0,0.025176233635448138,True,False
,,0,,,2698,2034.0,122.0,360.0,1.0,,4732.0,0.025776463131206424,True,False
,,2,,,11757,0.0,187.0,180.0,1.0,,11757.0,0.01590406531723082,False,True
,,0,,,2330,4486.0,100.0,360.0,1.0,,6816.0,0.014669209329617133,True,False
,,2,,,14866,0.0,70.0,360.0,1.0,,14866.0,0.004708414609537903,False,True
,,1,,,1538,1425.0,30.0,360.0,1.0,,2963.0,0.010121457489878543,False,True
,,0,,,10000,1666.0,225.0,360.0,1.0,,11666.0,0.019285163281049112,False,False
,,0,,,4860,830.0,125.0,360.0,1.0,,5690.0,0.021964505359339307,True,False
,,0,,,6277,0.0,118.0,360.0,0.0,,6277.0,0.01879579483912074,False,False
,,0,,,2577,3750.0,152.0,360.0,1.0,,6327.0,0.02402022756005057,False,False
,,0,,,9166,0.0,244.0,360.0,1.0,,9166.0,0.026617213919493836,False,True
,,2,,,2281,0.0,113.0,360.0,1.0,,2281.0,0.04951796669588081,False,False
,,0,,,3254,0.0,50.0,360.0,1.0,,3254.0,0.015360983102918587,False,True
,,3,,,39999,0.0,600.0,180.0,0.0,,39999.0,0.015,True,False
,,1,,,6000,0.0,160.0,360.0,1.0,,6000.0,0.026662222962839526,False,False
,,1,,,9538,0.0,187.0,360.0,1.0,,9538.0,0.01960373204738442,False,True
,,0,,,2980,2083.0,120.0,360.0,1.0,,5063.0,0.023696682464454975,False,False
,,0,,,4583,5625.0,255.0,360.0,1.0,,10208.0,0.024977960622979724,True,False
,,0,,,1863,1041.0,98.0,360.0,1.0,,2904.0,0.033734939759036145,True,False
,,0,,,7933,0.0,275.0,360.0,1.0,,7933.0,0.034660952861104107,False,True
,,1,,,3089,1280.0,121.0,360.0,0.0,,4369.0,0.02768878718535469,True,False
,,2,,,4167,1447.0,158.0,360.0,1.0,,5614.0,0.028138913624220836,False,False
,,0,,,9323,0.0,75.0,180.0,1.0,,9323.0,0.008043758043758044,False,True
,,0,,,3707,3166.0,182.0,360.0,1.0,,6873.0,0.026476578411405296,False,False
,,0,,,4583,0.0,112.0,360.0,1.0,,4583.0,0.02443280977312391,False,False
,,0,,,2439,3333.0,129.0,360.0,1.0,,5772.0,0.022345401004676944,False,False
,,0,,,2237,0.0,63.0,480.0,0.0,,2237.0,0.028150134048257374,True,False
,,2,,,8000,0.0,200.0,360.0,1.0,,8000.0,0.024996875390576177,True,False
,,0,,,1820,1769.0,95.0,360.0,1.0,,3589.0,0.026462395543175487,False,False
,,3,,,51763,0.0,700.0,300.0,1.0,,51763.0,0.01352291167606831,False,True
,,3,,,3522,0.0,81.0,180.0,1.0,,3522.0,0.022991768379222254,False,False
,,0,,,5708,5625.0,187.0,360.0,1.0,,11333.0,0.016499029468854773,True,False
,,0,,,4344,736.0,87.0,360.0,1.0,,5080.0,0.017122613658728598,True,False
,,0,,,3497,1964.0,116.0,360.0,1.0,,5461.0,0.021237641889417794,False,False
,,2,,,2045,1619.0,101.0,360.0,1.0,,3664.0,0.027557980900409278,False,False
,,3,,,5516,11300.0,495.0,360.0,0.0,,16816.0,0.02943450080275911,True,False
,,1,,,3750,0.0,116.0,360.0,1.0,,3750.0,0.030925086643561715,True,False
,,0,,,2333,1451.0,102.0,480.0,0.0,,3784.0,0.026948480845442536,False,True
,,1,,,6400,7250.0,180.0,360.0,0.0,,13650.0,0.013185847190682002,False,True
,,0,,,1916,5063.0,67.0,360.0,1.0,,6979.0,0.009598853868194842,False,False
,,0,,,4600,0.0,73.0,180.0,1.0,,4600.0,0.01586611606172571,True,False
,,1,,,33846,0.0,260.0,360.0,1.0,,33846.0,0.0076816261411646524,True,False
,,0,,,3625,0.0,108.0,360.0,1.0,,3625.0,0.02978488692774407,True,False
,,0,,,39147,4750.0,120.0,360.0,1.0,,43897.0,0.0027336097316506447,True,False
,,1,,,2178,0.0,66.0,300.0,0.0,,2178.0,0.030289123451124368,False,False
,,0,,,2383,2138.0,58.0,360.0,1.0,,4521.0,0.012826183104820876,False,False
,,0,,,674,5296.0,168.0,360.0,1.0,,5970.0,0.02813599062133646,False,False
,,0,,,9328,0.0,188.0,180.0,1.0,,9328.0,0.020152213527709295,False,False
,,0,,,4885,0.0,48.0,360.0,1.0,,4885.0,0.009823986901350798,False,False
,,0,,,12000,0.0,164.0,360.0,1.0,,12000.0,0.013665527872677276,True,False
,,0,,,6033,0.0,160.0,360.0,1.0,,6033.0,0.026516407026847863,False,True
,,0,,,3858,0.0,76.0,360.0,1.0,,3858.0,0.019694221300855144,True,False
,,0,,,4191,0.0,120.0,360.0,1.0,,4191.0,0.02862595419847328,False,False
,,1,,,3125,2583.0,170.0,360.0,1.0,,5708.0,0.02977754422841128,True,False
,,0,,,8333,3750.0,187.0,360.0,1.0,,12083.0,0.015475008275405495,False,False
,,0,,,1907,2365.0,120.0,360.0,1.0,,4272.0,0.02808331383103206,False,True
,,0,,,3416,2816.0,113.0,360.0,1.0,,6232.0,0.01812931172789989,True,False
,,0,,,11000,0.0,83.0,360.0,1.0,,11000.0,0.007544768657394782,False,True
,,1,,,2600,2500.0,90.0,360.0,1.0,,5100.0,0.01764359929425603,True,False
,,2,,,4923,0.0,166.0,360.0,0.0,,4923.0,0.033712428919577576,True,False
,,3,,,3992,0.0,128.0,180.0,1.0,,3992.0,0.03205609817180065,False,True
,,1,,,3500,1083.0,135.0,360.0,1.0,,4583.0,0.029450261780104712,False,True
,,2,,,3917,0.0,124.0,360.0,1.0,,3917.0,0.03164880040837162,True,False
,,0,,,4408,0.0,120.0,360.0,1.0,,4408.0,0.027217056021773645,True,False
,,0,,,3244,0.0,80.0,360.0,1.0,,3244.0,0.02465331278890601,False,True
,,0,,,3975,2531.0,55.0,360.0,1.0,,6506.0,0.008452435838327955,False,False
,,0,,,2479,0.0,59.0,360.0,1.0,,2479.0,0.02379032258064516,False,True
,,0,,,3418,0.0,127.0,360.0,1.0,,3418.0,0.03714536414156186,True,False
,,0,,,10000,0.0,214.0,360.0,1.0,,10000.0,0.021397860213978603,True,False
,,3,,,3430,1250.0,128.0,360.0,0.0,,4680.0,0.027344584490493484,True,False
,,1,,,7787,0.0,240.0,360.0,1.0,,7787.0,0.030816640986132512,False,True
,,3,,,5703,0.0,130.0,360.0,1.0,,5703.0,0.02279102384291725,False,False
,,0,,,3173,3021.0,137.0,360.0,1.0,,6194.0,0.022114608555286523,False,True
,,3,,,3850,983.0,100.0,360.0,1.0,,4833.0,0.02068680182043856,True,False
,,0,,,150,1800.0,135.0,360.0,1.0,,1950.0,0.06919528446950282,False,False
,,0,,,3727,1775.0,131.0,360.0,1.0,,5502.0,0.023805197165182628,True,False
,,2,,,5000,0.0,72.0,360.0,0.0,,5000.0,0.014397120575884824,True,False
,,2,,,4283,2383.0,127.0,360.0,1.0,,6666.0,0.01904904754762262,True,False
,,0,,,2221,0.0,60.0,360.0,0.0,,2221.0,0.027002700270027002,False,True
,,2,,,4009,1717.0,116.0,360.0,1.0,,5726.0,0.020254932774576566,True,False
,,0,,,2971,2791.0,144.0,360.0,1.0,,5762.0,0.024986985944820406,True,False
,,0,,,7578,1010.0,175.0,360.0,1.0,,8588.0,0.020374898125509373,True,False
,,0,,,6250,0.0,128.0,360.0,1.0,,6250.0,0.020476723724204126,True,False
,,0,,,3250,0.0,170.0,360.0,1.0,,3250.0,0.05229160258382036,False,False
,,0,,,4735,0.0,138.0,360.0,1.0,,4735.0,0.029138513513513514,False,True
,,2,,,6250,1695.0,210.0,360.0,1.0,,7945.0,0.02642839164359426,True,False
,,0,,,4758,0.0,158.0,480.0,1.0,,4758.0,0.03320025215381383,True,False
,,0,,,6400,0.0,200.0,360.0,1.0,,6400.0,0.031245117950320263,False,False
,,1,,,2491,2054.0,104.0,360.0,1.0,,4545.0,0.02287725472943247,True,False
,,0,,,3716,0.0,42.0,180.0,1.0,,3716.0,0.011299435028248588,False,False
,,0,,,3189,2598.0,120.0,360.0,1.0,,5787.0,0.02073255010366275,False,False
,,0,,,8333,0.0,280.0,360.0,1.0,,8333.0,0.033597312215022795,True,False
,,1,,,3155,1779.0,140.0,360.0,1.0,,4934.0,0.028368794326241134,True,False
,,1,,,5500,1260.0,170.0,360.0,1.0,,6760.0,0.025144209436473896,False,False
,,0,,,5746,0.0,255.0,360.0,1.0,,5746.0,0.044370976161475555,False,True
,,0,,,3463,0.0,122.0,360.0,1.0,,3463.0,0.03521939953810624,False,True
,,1,,,3812,0.0,112.0,360.0,1.0,,3812.0,0.02937319695777603,False,False
,,1,,,3315,0.0,96.0,360.0,1.0,,3315.0,0.028950542822677925,True,False
,,2,,,5819,5000.0,120.0,360.0,1.0,,10819.0,0.011090573012939002,False,False
,,1,,,2510,1983.0,140.0,180.0,1.0,,4493.0,0.03115264797507788,False,True
,,0,,,2965,5701.0,155.0,60.0,1.0,,8666.0,0.017883927541248415,False,True
,,2,,,6250,1300.0,108.0,360.0,1.0,,7550.0,0.014302741358760428,False,False
,,0,,,3406,4417.0,123.0,360.0,1.0,,7823.0,0.01572085889570552,True,False
,,0,,,6050,4333.0,120.0,180.0,1.0,,10383.0,0.011556240369799691,False,True
,,2,,,9703,0.0,112.0,360.0,1.0,,9703.0,0.011541632316570486,False,True
,,1,,,6608,0.0,137.0,180.0,1.0,,6608.0,0.02072930851868664,False,True
,,1,,,2882,1843.0,123.0,480.0,1.0,,4725.0,0.026026237833262803,True,False
,,0,,,1809,1868.0,90.0,360.0,1.0,,3677.0,0.024469820554649267,False,True
,,0,,,1668,3890.0,201.0,360.0,0.0,,5558.0,0.03615758229897464,True,False
,,2,,,3427,0.0,138.0,360.0,1.0,,3427.0,0.040256709451575265,False,True
,,0,,,2583,2167.0,104.0,360.0,1.0,,4750.0,0.02189012839402231,False,False
,,1,,,2661,7101.0,279.0,180.0,1.0,,9762.0,0.0285772815732869,True,False
,,0,,,16250,0.0,192.0,360.0,0.0,,16250.0,0.011814657559534798,False,True
,,3,,,3083,0.0,255.0,360.0,1.0,,3083.0,0.08268482490272373,False,False
,,0,,,6045,0.0,115.0,360.0,0.0,,6045.0,0.01902084022494211,False,False
,,3,,,5250,0.0,94.0,360.0,1.0,,5250.0,0.017901352123405066,False,True
,,0,,,14683,2100.0,304.0,360.0,1.0,,16783.0,0.01811248808388942,False,False
,,3,,,4931,0.0,128.0,360.0,1.0,,4931.0,0.025952960259529603,True,False
,,1,,,6083,4250.0,330.0,360.0,1.0,,10333.0,0.03193342365008709,False,True
,,0,,,2060,2209.0,134.0,360.0,1.0,,4269.0,0.03138173302107728,True,False
,,1,,,3481,0.0,155.0,36.0,1.0,,3481.0,0.04451464675473866,True,False
,,0,,,7200,0.0,120.0,360.0,1.0,,7200.0,0.016664352173309263,False,False
,,0,,,5166,0.0,128.0,360.0,1.0,,5166.0,0.0247725953164312,True,False
,,0,,,4095,3447.0,151.0,360.0,1.0,,7542.0,0.020018560254540633,False,False
,,2,,,4708,1387.0,150.0,360.0,1.0,,6095.0,0.024606299212598427,True,False
,,3,,,4333,1811.0,160.0,360.0,0.0,,6144.0,0.026037428803905614,False,True
,,0,,,3418,0.0,135.0,360.0,1.0,,3418.0,0.03948522959929804,False,False
,,1,,,2876,1560.0,90.0,360.0,1.0,,4436.0,0.02028397565922921,False,True
,,0,,,3237,0.0,30.0,360.0,1.0,,3237.0,0.00926497838171711,False,True
,,0,,,11146,0.0,136.0,360.0,1.0,,11146.0,0.01220059208755719,False,True
,,0,,,2833,1857.0,126.0,360.0,1.0,,4690.0,0.026859944574717545,False,False
,,0,,,2620,2223.0,150.0,360.0,1.0,,4843.0,0.030966143682906688,True,False
,,2,,,3900,0.0,90.0,360.0,1.0,,3900.0,0.023071007433991285,True,False
,,1,,,2750,1842.0,115.0,360.0,1.0,,4592.0,0.025038101458741562,True,False
,,0,,,3993,3274.0,207.0,360.0,1.0,,7267.0,0.028481012658227847,True,False
,,0,,,3103,1300.0,80.0,360.0,1.0,,4403.0,0.018165304268846504,False,True
,,0,,,14583,0.0,436.0,360.0,1.0,,14583.0,0.029895776193088315,True,False
,,0,,,4100,0.0,124.0,360.0,1.0,,4100.0,0.03023652767617654,False,False
,,1,,,4053,2426.0,158.0,360.0,0.0,,6479.0,0.024382716049382715,False,True
,,0,,,3927,800.0,112.0,360.0,1.0,,4727.0,0.023688663282571912,True,False
,,2,,,2301,985.7999878,78.0,180.0,1.0,,3286.7999878,0.023724070895259342,False,True
,,0,,,1811,1666.0,54.0,360.0,1.0,,3477.0,0.015526164462334674,False,True
,,0,,,20667,0.0,128.0,360.0,1.0,,20667.0,0.0061931488291078,False,False
,,0,,,3158,3053.0,89.0,360.0,1.0,,6211.0,0.014327108821635544,False,False
,,0,,,2600,1717.0,99.0,300.0,1.0,,4317.0,0.022927281148679944,True,False
,,0,,,3704,2000.0,120.0,360.0,1.0,,5704.0,0.021034180543382998,False,False
,,0,,,4124,0.0,115.0,360.0,1.0,,4124.0,0.027878787878787878,True,False
,,0,,,9508,0.0,187.0,360.0,1.0,,9508.0,0.019665579976864023,False,False
,,0,,,3075,2416.0,139.0,360.0,1.0,,5491.0,0.02530954115076475,False,False
,,2,,,4400,0.0,127.0,360.0,0.0,,4400.0,0.028857077936832537,True,False
,,2,,,3153,1560.0,134.0,360.0,1.0,,4713.0,0.028425965210012727,False,True
,,0,,,5417,0.0,143.0,480.0,0.0,,5417.0,0.026393503137689185,False,True
,,0,,,2383,3334.0,172.0,360.0,1.0,,5717.0,0.030080447708989155,True,False
,,3,,,4416,1250.0,110.0,360.0,1.0,,5666.0,0.019410622904535026,False,True
,,1,,,6875,0.0,200.0,360.0,1.0,,6875.0,0.029086678301337987,True,False
,,1,,,4666,0.0,135.0,360.0,1.0,,4666.0,0.028926505249625027,False,True
,,0,,,5000,2541.0,151.0,480.0,1.0,,7541.0,0.02002121453195439,False,False
,,1,,,2014,2925.0,113.0,360.0,1.0,,4939.0,0.022874493927125508,False,True
,,0,,,1800,2934.0,93.0,360.0,0.0,,4734.0,0.019640971488912355,False,True
,,0,,,2875,1750.0,105.0,360.0,1.0,,4625.0,0.022697795071335927,True,False
,,0,,,5000,0.0,132.0,360.0,1.0,,5000.0,0.026394721055788842,False,False
,,1,,,1625,1803.0,96.0,360.0,1.0,,3428.0,0.02799650043744532,False,True
,,0,,,4000,2500.0,140.0,360.0,1.0,,6500.0,0.02153514843870174,False,False
,,0,,,2000,0.0,128.0,360.0,1.0,,2000.0,0.063968015992004,False,True
,,0,,,3762,1666.0,135.0,360.0,1.0,,5428.0,0.024866457911217537,False,False
,,0,,,2400,1863.0,104.0,360.0,0.0,,4263.0,0.024390243902439025,False,True
,,0,,,20233,0.0,480.0,360.0,1.0,,20233.0,0.023722447365819906,False,False
